"","time","age","gender","education","party","wom.refugees","wom.headscarf","wom.citizenship","wom.islam","wom.asylum","comment","list","subj","item","rating","item.string","item.type","pair"
"326","2022/05/31 3:38:58 PM GMT+2",23,"männlich","Abitur","Grüne","Ich stimme nicht zu","Neutral","Neutral","Neutral","Neutral",NA,"6",111,"control.nc",1,"control.nc","control.nc","deutsches Staatsvolk"
"327","2022/05/31 3:38:58 PM GMT+2",23,"männlich","Abitur","Grüne","Ich stimme nicht zu","Neutral","Neutral","Neutral","Neutral",NA,"6",111,"target",1,"deutschen Staatsangehörigkeit","control","deutsches Staatsvolk"
"328","2022/05/30 2:20:26 PM GMT+2",21,"weiblich","Abitur","Grüne","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Neutral","Neutral",NA,"7",112,"control.c",5,"control.c","control.c","Kampf für Deutschland"
"329","2022/05/30 2:20:26 PM GMT+2",21,"weiblich","Abitur","Grüne","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Neutral","Neutral",NA,"7",112,"control.nc",1,"control.nc","control.nc","Kampf für Deutschland"
"330","2022/05/30 2:20:26 PM GMT+2",21,"weiblich","Abitur","Grüne","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Neutral","Neutral",NA,"7",112,"target",1,"Kampf für Deutschland weiter","dog whistle","Kampf für Deutschland"
"331","2022/05/30 2:21:52 PM GMT+2",20,"weiblich","Abitur","Linke","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Neutral","Ich stimme nicht zu",NA,"7",113,"control.c",5,"control.c","control.c","Kampf für Deutschland"
"332","2022/05/30 2:21:52 PM GMT+2",20,"weiblich","Abitur","Linke","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Neutral","Ich stimme nicht zu",NA,"7",113,"control.nc",1,"control.nc","control.nc","Kampf für Deutschland"
"333","2022/05/30 2:21:52 PM GMT+2",20,"weiblich","Abitur","Linke","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Neutral","Ich stimme nicht zu",NA,"7",113,"target",2,"Kampf für Deutschland weiter","dog whistle","Kampf für Deutschland"
"334","2022/05/30 2:33:01 PM GMT+2",30,"männlich","Studium","Grüne","Ich stimme nicht zu","Neutral","Ich stimme zu","Ich stimme zu","Neutral",NA,"7",114,"control.c",5,"control.c","control.c","Kampf für Deutschland"
"335","2022/05/30 2:33:01 PM GMT+2",30,"männlich","Studium","Grüne","Ich stimme nicht zu","Neutral","Ich stimme zu","Ich stimme zu","Neutral",NA,"7",114,"control.nc",1,"control.nc","control.nc","Kampf für Deutschland"
"336","2022/05/30 2:33:01 PM GMT+2",30,"männlich","Studium","Grüne","Ich stimme nicht zu","Neutral","Ich stimme zu","Ich stimme zu","Neutral",NA,"7",114,"target",2,"Kampf für Deutschland weiter","dog whistle","Kampf für Deutschland"
"337","2022/05/30 2:34:14 PM GMT+2",39,"weiblich","Abitur","Grüne","Ich stimme nicht zu","Neutral","Neutral","Neutral","Neutral",NA,"7",115,"control.c",5,"control.c","control.c","Kampf für Deutschland"
"338","2022/05/30 2:34:14 PM GMT+2",39,"weiblich","Abitur","Grüne","Ich stimme nicht zu","Neutral","Neutral","Neutral","Neutral",NA,"7",115,"control.nc",1,"control.nc","control.nc","Kampf für Deutschland"
"339","2022/05/30 2:34:14 PM GMT+2",39,"weiblich","Abitur","Grüne","Ich stimme nicht zu","Neutral","Neutral","Neutral","Neutral",NA,"7",115,"target",3,"Kampf für Deutschland weiter","dog whistle","Kampf für Deutschland"
"340","2022/05/30 2:36:02 PM GMT+2",19,"männlich","Abitur","Grüne","Ich stimme nicht zu","Ich stimme zu","Neutral","Ich stimme zu","Ich stimme nicht zu",NA,"7",116,"control.c",4,"control.c","control.c","Kampf für Deutschland"
"341","2022/05/30 2:36:02 PM GMT+2",19,"männlich","Abitur","Grüne","Ich stimme nicht zu","Ich stimme zu","Neutral","Ich stimme zu","Ich stimme nicht zu",NA,"7",116,"control.nc",1,"control.nc","control.nc","Kampf für Deutschland"
"342","2022/05/30 2:36:02 PM GMT+2",19,"männlich","Abitur","Grüne","Ich stimme nicht zu","Ich stimme zu","Neutral","Ich stimme zu","Ich stimme nicht zu",NA,"7",116,"target",1,"Kampf für Deutschland weiter","dog whistle","Kampf für Deutschland"
"343","2022/05/30 2:37:20 PM GMT+2",23,"weiblich","Abitur","Grüne","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu","Ich stimme nicht zu",NA,"7",117,"control.c",5,"control.c","control.c","Kampf für Deutschland"
"344","2022/05/30 2:37:20 PM GMT+2",23,"weiblich","Abitur","Grüne","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu","Ich stimme nicht zu",NA,"7",117,"control.nc",1,"control.nc","control.nc","Kampf für Deutschland"
"345","2022/05/30 2:37:20 PM GMT+2",23,"weiblich","Abitur","Grüne","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu","Ich stimme nicht zu",NA,"7",117,"target",3,"Kampf für Deutschland weiter","dog whistle","Kampf für Deutschland"
"346","2022/05/30 2:38:31 PM GMT+2",39,"weiblich","Studium","Grüne","Neutral","Ich stimme zu","Neutral","Ich stimme zu","Neutral",NA,"7",118,"control.c",5,"control.c","control.c","Kampf für Deutschland"
"347","2022/05/30 2:38:31 PM GMT+2",39,"weiblich","Studium","Grüne","Neutral","Ich stimme zu","Neutral","Ich stimme zu","Neutral",NA,"7",118,"control.nc",1,"control.nc","control.nc","Kampf für Deutschland"
"348","2022/05/30 2:38:31 PM GMT+2",39,"weiblich","Studium","Grüne","Neutral","Ich stimme zu","Neutral","Ich stimme zu","Neutral",NA,"7",118,"target",3,"Kampf für Deutschland weiter","dog whistle","Kampf für Deutschland"
"349","2022/05/30 2:40:23 PM GMT+2",21,"männlich","Realschule","SPD","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu",NA,"7",119,"control.c",5,"control.c","control.c","Kampf für Deutschland"
"350","2022/05/30 2:40:23 PM GMT+2",21,"männlich","Realschule","SPD","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu",NA,"7",119,"control.nc",1,"control.nc","control.nc","Kampf für Deutschland"
"351","2022/05/30 2:40:23 PM GMT+2",21,"männlich","Realschule","SPD","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu",NA,"7",119,"target",1,"Kampf für Deutschland weiter","dog whistle","Kampf für Deutschland"
"352","2022/05/30 2:43:07 PM GMT+2",23,"männlich","Hauptschule","Grüne","Ich stimme nicht zu","Ich stimme zu","Neutral","Neutral","Ich stimme zu",NA,"7",120,"control.c",5,"control.c","control.c","Kampf für Deutschland"
"353","2022/05/30 2:43:07 PM GMT+2",23,"männlich","Hauptschule","Grüne","Ich stimme nicht zu","Ich stimme zu","Neutral","Neutral","Ich stimme zu",NA,"7",120,"control.nc",1,"control.nc","control.nc","Kampf für Deutschland"
"354","2022/05/30 2:43:07 PM GMT+2",23,"männlich","Hauptschule","Grüne","Ich stimme nicht zu","Ich stimme zu","Neutral","Neutral","Ich stimme zu",NA,"7",120,"target",1,"Kampf für Deutschland weiter","dog whistle","Kampf für Deutschland"
"355","2022/05/30 2:43:38 PM GMT+2",59,"weiblich","Realschule","SPD","Ich stimme zu","Ich stimme nicht zu","Neutral","Neutral","Ich stimme zu",NA,"7",121,"control.c",5,"control.c","control.c","Kampf für Deutschland"
"356","2022/05/30 2:43:38 PM GMT+2",59,"weiblich","Realschule","SPD","Ich stimme zu","Ich stimme nicht zu","Neutral","Neutral","Ich stimme zu",NA,"7",121,"control.nc",1,"control.nc","control.nc","Kampf für Deutschland"
"357","2022/05/30 2:43:38 PM GMT+2",59,"weiblich","Realschule","SPD","Ich stimme zu","Ich stimme nicht zu","Neutral","Neutral","Ich stimme zu",NA,"7",121,"target",1,"Kampf für Deutschland weiter","dog whistle","Kampf für Deutschland"
"358","2022/05/30 2:44:08 PM GMT+2",45,"männlich","Realschule","Grüne","Ich stimme nicht zu","Neutral","Neutral","Neutral","Ich stimme zu",NA,"7",122,"control.c",5,"control.c","control.c","Kampf für Deutschland"
"359","2022/05/30 2:44:08 PM GMT+2",45,"männlich","Realschule","Grüne","Ich stimme nicht zu","Neutral","Neutral","Neutral","Ich stimme zu",NA,"7",122,"control.nc",1,"control.nc","control.nc","Kampf für Deutschland"
"360","2022/05/30 2:44:08 PM GMT+2",45,"männlich","Realschule","Grüne","Ich stimme nicht zu","Neutral","Neutral","Neutral","Ich stimme zu",NA,"7",122,"target",2,"Kampf für Deutschland weiter","dog whistle","Kampf für Deutschland"
"361","2022/05/30 2:44:09 PM GMT+2",22,"weiblich","Abitur","Grüne","Neutral","Ich stimme zu","Ich stimme zu","Neutral","Neutral",NA,"7",123,"control.c",5,"control.c","control.c","Kampf für Deutschland"
"362","2022/05/30 2:44:09 PM GMT+2",22,"weiblich","Abitur","Grüne","Neutral","Ich stimme zu","Ich stimme zu","Neutral","Neutral",NA,"7",123,"control.nc",1,"control.nc","control.nc","Kampf für Deutschland"
"363","2022/05/30 2:44:09 PM GMT+2",22,"weiblich","Abitur","Grüne","Neutral","Ich stimme zu","Ich stimme zu","Neutral","Neutral",NA,"7",123,"target",1,"Kampf für Deutschland weiter","dog whistle","Kampf für Deutschland"
"364","2022/05/30 2:44:38 PM GMT+2",18,"weiblich","Abitur","Grüne","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Neutral",NA,"7",124,"control.c",5,"control.c","control.c","Kampf für Deutschland"
"365","2022/05/30 2:44:38 PM GMT+2",18,"weiblich","Abitur","Grüne","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Neutral",NA,"7",124,"control.nc",1,"control.nc","control.nc","Kampf für Deutschland"
"366","2022/05/30 2:44:38 PM GMT+2",18,"weiblich","Abitur","Grüne","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Neutral",NA,"7",124,"target",1,"Kampf für Deutschland weiter","dog whistle","Kampf für Deutschland"
"367","2022/05/30 2:45:59 PM GMT+2",55,"männlich","Hauptschule","SPD","Ich stimme nicht zu","Ich stimme nicht zu","Neutral","Neutral","Ich stimme nicht zu",NA,"7",125,"control.c",5,"control.c","control.c","Kampf für Deutschland"
"368","2022/05/30 2:45:59 PM GMT+2",55,"männlich","Hauptschule","SPD","Ich stimme nicht zu","Ich stimme nicht zu","Neutral","Neutral","Ich stimme nicht zu",NA,"7",125,"control.nc",1,"control.nc","control.nc","Kampf für Deutschland"
"369","2022/05/30 2:45:59 PM GMT+2",55,"männlich","Hauptschule","SPD","Ich stimme nicht zu","Ich stimme nicht zu","Neutral","Neutral","Ich stimme nicht zu",NA,"7",125,"target",2,"Kampf für Deutschland weiter","dog whistle","Kampf für Deutschland"
"370","2022/05/30 2:48:45 PM GMT+2",24,"divers","kein Abschluss","Grüne","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Neutral",NA,"7",126,"control.c",5,"control.c","control.c","Kampf für Deutschland"
"371","2022/05/30 2:48:45 PM GMT+2",24,"divers","kein Abschluss","Grüne","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Neutral",NA,"7",126,"control.nc",1,"control.nc","control.nc","Kampf für Deutschland"
"372","2022/05/30 2:48:45 PM GMT+2",24,"divers","kein Abschluss","Grüne","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Neutral",NA,"7",126,"target",2,"Kampf für Deutschland weiter","dog whistle","Kampf für Deutschland"
"373","2022/05/30 2:49:52 PM GMT+2",20,"männlich","Abitur","Grüne","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Neutral","Neutral",NA,"7",127,"control.c",5,"control.c","control.c","Kampf für Deutschland"
"374","2022/05/30 2:49:52 PM GMT+2",20,"männlich","Abitur","Grüne","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Neutral","Neutral",NA,"7",127,"control.nc",1,"control.nc","control.nc","Kampf für Deutschland"
"375","2022/05/30 2:49:52 PM GMT+2",20,"männlich","Abitur","Grüne","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Neutral","Neutral",NA,"7",127,"target",2,"Kampf für Deutschland weiter","dog whistle","Kampf für Deutschland"
"376","2022/05/30 2:51:21 PM GMT+2",21,"männlich","Abitur","Grüne","Ich stimme nicht zu","Ich stimme zu","Neutral","Neutral","Ich stimme zu",NA,"7",128,"control.c",5,"control.c","control.c","Kampf für Deutschland"
"377","2022/05/30 2:51:21 PM GMT+2",21,"männlich","Abitur","Grüne","Ich stimme nicht zu","Ich stimme zu","Neutral","Neutral","Ich stimme zu",NA,"7",128,"control.nc",1,"control.nc","control.nc","Kampf für Deutschland"
"378","2022/05/30 2:51:21 PM GMT+2",21,"männlich","Abitur","Grüne","Ich stimme nicht zu","Ich stimme zu","Neutral","Neutral","Ich stimme zu",NA,"7",128,"target",1,"Kampf für Deutschland weiter","dog whistle","Kampf für Deutschland"
"379","2022/05/30 2:53:10 PM GMT+2",41,"männlich","Promotion","Grüne","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Neutral","Ich stimme nicht zu",NA,"7",129,"control.c",5,"control.c","control.c","Kampf für Deutschland"
"380","2022/05/30 2:53:10 PM GMT+2",41,"männlich","Promotion","Grüne","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Neutral","Ich stimme nicht zu",NA,"7",129,"control.nc",1,"control.nc","control.nc","Kampf für Deutschland"
"381","2022/05/30 2:53:10 PM GMT+2",41,"männlich","Promotion","Grüne","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Neutral","Ich stimme nicht zu",NA,"7",129,"target",1,"Kampf für Deutschland weiter","dog whistle","Kampf für Deutschland"
"382","2022/05/30 2:53:10 PM GMT+2",24,"männlich","Abitur","Piraten Partei","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Neutral","Ich stimme nicht zu",NA,"7",130,"control.c",5,"control.c","control.c","Kampf für Deutschland"
"383","2022/05/30 2:53:10 PM GMT+2",24,"männlich","Abitur","Piraten Partei","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Neutral","Ich stimme nicht zu",NA,"7",130,"control.nc",1,"control.nc","control.nc","Kampf für Deutschland"
"384","2022/05/30 2:53:10 PM GMT+2",24,"männlich","Abitur","Piraten Partei","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Neutral","Ich stimme nicht zu",NA,"7",130,"target",4,"Kampf für Deutschland weiter","dog whistle","Kampf für Deutschland"
"385","2022/09/19 3:46:53 PM GMT+2",30,"weiblich","Studium","Grüne","Ich stimme nicht zu","Ich stimme nicht zu","Neutral","Ich stimme nicht zu","Neutral",NA,"7",131,"control.c",5,"control.c","control.c","Kampf für Deutschland"
"386","2022/09/19 3:46:53 PM GMT+2",30,"weiblich","Studium","Grüne","Ich stimme nicht zu","Ich stimme nicht zu","Neutral","Ich stimme nicht zu","Neutral",NA,"7",131,"control.nc",1,"control.nc","control.nc","Kampf für Deutschland"
"387","2022/09/19 3:46:53 PM GMT+2",30,"weiblich","Studium","Grüne","Ich stimme nicht zu","Ich stimme nicht zu","Neutral","Ich stimme nicht zu","Neutral",NA,"7",131,"target",3,"Kampf für Deutschland weiter","dog whistle","Kampf für Deutschland"
"388","2022/09/19 3:48:54 PM GMT+2",29,"männlich","Abitur","Die Partei","Ich stimme nicht zu","Neutral","Ich stimme zu","Neutral","Neutral",NA,"7",132,"control.c",5,"control.c","control.c","Kampf für Deutschland"
"389","2022/09/19 3:48:54 PM GMT+2",29,"männlich","Abitur","Die Partei","Ich stimme nicht zu","Neutral","Ich stimme zu","Neutral","Neutral",NA,"7",132,"control.nc",1,"control.nc","control.nc","Kampf für Deutschland"
"390","2022/09/19 3:48:54 PM GMT+2",29,"männlich","Abitur","Die Partei","Ich stimme nicht zu","Neutral","Ich stimme zu","Neutral","Neutral",NA,"7",132,"target",3,"Kampf für Deutschland weiter","dog whistle","Kampf für Deutschland"
"391","2022/09/19 4:05:52 PM GMT+2",25,"weiblich","Studium","SPD","Neutral","Ich stimme zu","Ich stimme zu","Neutral","Ich stimme zu",NA,"7",133,"control.c",5,"control.c","control.c","Kampf für Deutschland"
"392","2022/09/19 4:05:52 PM GMT+2",25,"weiblich","Studium","SPD","Neutral","Ich stimme zu","Ich stimme zu","Neutral","Ich stimme zu",NA,"7",133,"control.nc",1,"control.nc","control.nc","Kampf für Deutschland"
"393","2022/09/19 4:05:52 PM GMT+2",25,"weiblich","Studium","SPD","Neutral","Ich stimme zu","Ich stimme zu","Neutral","Ich stimme zu",NA,"7",133,"target",2,"Kampf für Deutschland weiter","dog whistle","Kampf für Deutschland"
"394","2022/09/19 4:33:00 PM GMT+2",40,"männlich","Studium","keine Angabe","Neutral","Ich stimme zu","Ich stimme zu","Neutral","Neutral",NA,"7",134,"control.c",4,"control.c","control.c","Kampf für Deutschland"
"395","2022/09/19 4:33:00 PM GMT+2",40,"männlich","Studium","keine Angabe","Neutral","Ich stimme zu","Ich stimme zu","Neutral","Neutral",NA,"7",134,"control.nc",1,"control.nc","control.nc","Kampf für Deutschland"
"396","2022/09/19 4:33:00 PM GMT+2",40,"männlich","Studium","keine Angabe","Neutral","Ich stimme zu","Ich stimme zu","Neutral","Neutral",NA,"7",134,"target",2,"Kampf für Deutschland weiter","dog whistle","Kampf für Deutschland"
"397","2022/09/19 4:33:25 PM GMT+2",27,"weiblich","Abitur","Grüne","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Neutral","Neutral",NA,"7",135,"control.c",5,"control.c","control.c","Kampf für Deutschland"
"398","2022/09/19 4:33:25 PM GMT+2",27,"weiblich","Abitur","Grüne","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Neutral","Neutral",NA,"7",135,"control.nc",1,"control.nc","control.nc","Kampf für Deutschland"
"399","2022/09/19 4:33:25 PM GMT+2",27,"weiblich","Abitur","Grüne","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Neutral","Neutral",NA,"7",135,"target",1,"Kampf für Deutschland weiter","dog whistle","Kampf für Deutschland"
"400","2022/05/30 3:41:26 PM GMT+2",20,"weiblich","Abitur","keine Angabe","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Neutral","Neutral",NA,"8",136,"control.c",5,"control.c","control.c","Kampf für Deutschland"
"401","2022/05/30 3:41:26 PM GMT+2",20,"weiblich","Abitur","keine Angabe","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Neutral","Neutral",NA,"8",136,"control.nc",1,"control.nc","control.nc","Kampf für Deutschland"
"402","2022/05/30 3:41:26 PM GMT+2",20,"weiblich","Abitur","keine Angabe","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Neutral","Neutral",NA,"8",136,"target",3,"setzen wir uns für Deutschland ein","control","Kampf für Deutschland"
"403","2022/05/30 3:45:16 PM GMT+2",28,"männlich","Studium","Grüne","Ich stimme nicht zu","Ich stimme nicht zu","Ich stimme zu","Neutral","Ich stimme nicht zu",NA,"8",137,"control.c",5,"control.c","control.c","Kampf für Deutschland"
"404","2022/05/30 3:45:16 PM GMT+2",28,"männlich","Studium","Grüne","Ich stimme nicht zu","Ich stimme nicht zu","Ich stimme zu","Neutral","Ich stimme nicht zu",NA,"8",137,"control.nc",1,"control.nc","control.nc","Kampf für Deutschland"
"405","2022/05/30 3:45:16 PM GMT+2",28,"männlich","Studium","Grüne","Ich stimme nicht zu","Ich stimme nicht zu","Ich stimme zu","Neutral","Ich stimme nicht zu",NA,"8",137,"target",1,"setzen wir uns für Deutschland ein","control","Kampf für Deutschland"
"406","2022/05/30 3:51:43 PM GMT+2",51,"männlich","Realschule","keine Angabe","Ich stimme zu","Neutral","Ich stimme nicht zu","Neutral","Ich stimme zu","nein","8",138,"control.c",5,"control.c","control.c","Kampf für Deutschland"
"407","2022/05/30 3:51:43 PM GMT+2",51,"männlich","Realschule","keine Angabe","Ich stimme zu","Neutral","Ich stimme nicht zu","Neutral","Ich stimme zu","nein","8",138,"control.nc",1,"control.nc","control.nc","Kampf für Deutschland"
"408","2022/05/30 3:51:43 PM GMT+2",51,"männlich","Realschule","keine Angabe","Ich stimme zu","Neutral","Ich stimme nicht zu","Neutral","Ich stimme zu","nein","8",138,"target",4,"setzen wir uns für Deutschland ein","control","Kampf für Deutschland"
"409","2022/05/30 3:51:57 PM GMT+2",21,"männlich","Realschule","SPD","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu",NA,"8",139,"control.c",5,"control.c","control.c","Kampf für Deutschland"
"410","2022/05/30 3:51:57 PM GMT+2",21,"männlich","Realschule","SPD","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu",NA,"8",139,"control.nc",1,"control.nc","control.nc","Kampf für Deutschland"
"411","2022/05/30 3:51:57 PM GMT+2",21,"männlich","Realschule","SPD","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu",NA,"8",139,"target",1,"setzen wir uns für Deutschland ein","control","Kampf für Deutschland"
"412","2022/05/30 3:59:06 PM GMT+2",21,"männlich","Abitur","Die Partei","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu","Neutral","Ich stimme nicht zu",NA,"8",140,"control.c",5,"control.c","control.c","Kampf für Deutschland"
"413","2022/05/30 3:59:06 PM GMT+2",21,"männlich","Abitur","Die Partei","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu","Neutral","Ich stimme nicht zu",NA,"8",140,"control.nc",1,"control.nc","control.nc","Kampf für Deutschland"
"414","2022/05/30 3:59:06 PM GMT+2",21,"männlich","Abitur","Die Partei","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu","Neutral","Ich stimme nicht zu",NA,"8",140,"target",1,"setzen wir uns für Deutschland ein","control","Kampf für Deutschland"
"415","2022/05/30 3:59:40 PM GMT+2",26,"weiblich","Studium","Grüne","Neutral","Ich stimme zu","Ich stimme zu","Neutral","Neutral",NA,"8",141,"control.c",5,"control.c","control.c","Kampf für Deutschland"
"416","2022/05/30 3:59:40 PM GMT+2",26,"weiblich","Studium","Grüne","Neutral","Ich stimme zu","Ich stimme zu","Neutral","Neutral",NA,"8",141,"control.nc",1,"control.nc","control.nc","Kampf für Deutschland"
"417","2022/05/30 3:59:40 PM GMT+2",26,"weiblich","Studium","Grüne","Neutral","Ich stimme zu","Ich stimme zu","Neutral","Neutral",NA,"8",141,"target",2,"setzen wir uns für Deutschland ein","control","Kampf für Deutschland"
"418","2022/05/30 3:59:40 PM GMT+2",24,"weiblich","Studium","Grüne","Ich stimme nicht zu","Neutral","Neutral","Ich stimme nicht zu","Ich stimme nicht zu",NA,"8",142,"control.c",5,"control.c","control.c","Kampf für Deutschland"
"419","2022/05/30 3:59:40 PM GMT+2",24,"weiblich","Studium","Grüne","Ich stimme nicht zu","Neutral","Neutral","Ich stimme nicht zu","Ich stimme nicht zu",NA,"8",142,"control.nc",1,"control.nc","control.nc","Kampf für Deutschland"
"420","2022/05/30 3:59:40 PM GMT+2",24,"weiblich","Studium","Grüne","Ich stimme nicht zu","Neutral","Neutral","Ich stimme nicht zu","Ich stimme nicht zu",NA,"8",142,"target",2,"setzen wir uns für Deutschland ein","control","Kampf für Deutschland"
"421","2022/05/30 4:00:10 PM GMT+2",38,"weiblich","Studium","keine Angabe","Neutral","Ich stimme nicht zu","Neutral","Ich stimme nicht zu","Ich stimme zu",NA,"8",143,"control.c",5,"control.c","control.c","Kampf für Deutschland"
"422","2022/05/30 4:00:10 PM GMT+2",38,"weiblich","Studium","keine Angabe","Neutral","Ich stimme nicht zu","Neutral","Ich stimme nicht zu","Ich stimme zu",NA,"8",143,"control.nc",1,"control.nc","control.nc","Kampf für Deutschland"
"423","2022/05/30 4:00:10 PM GMT+2",38,"weiblich","Studium","keine Angabe","Neutral","Ich stimme nicht zu","Neutral","Ich stimme nicht zu","Ich stimme zu",NA,"8",143,"target",1,"setzen wir uns für Deutschland ein","control","Kampf für Deutschland"
"424","2022/05/30 4:02:51 PM GMT+2",47,"männlich","Abitur","Grüne","Ich stimme nicht zu","Neutral","Ich stimme nicht zu","Ich stimme nicht zu","Ich stimme zu",NA,"8",144,"control.c",5,"control.c","control.c","Kampf für Deutschland"
"425","2022/05/30 4:02:51 PM GMT+2",47,"männlich","Abitur","Grüne","Ich stimme nicht zu","Neutral","Ich stimme nicht zu","Ich stimme nicht zu","Ich stimme zu",NA,"8",144,"control.nc",1,"control.nc","control.nc","Kampf für Deutschland"
"426","2022/05/30 4:02:51 PM GMT+2",47,"männlich","Abitur","Grüne","Ich stimme nicht zu","Neutral","Ich stimme nicht zu","Ich stimme nicht zu","Ich stimme zu",NA,"8",144,"target",1,"setzen wir uns für Deutschland ein","control","Kampf für Deutschland"
"427","2022/05/30 4:05:28 PM GMT+2",26,"männlich","Studium","keine Angabe","Neutral","Neutral","Ich stimme zu","Ich stimme nicht zu","Ich stimme zu",NA,"8",145,"control.c",5,"control.c","control.c","Kampf für Deutschland"
"428","2022/05/30 4:05:28 PM GMT+2",26,"männlich","Studium","keine Angabe","Neutral","Neutral","Ich stimme zu","Ich stimme nicht zu","Ich stimme zu",NA,"8",145,"control.nc",1,"control.nc","control.nc","Kampf für Deutschland"
"429","2022/05/30 4:05:28 PM GMT+2",26,"männlich","Studium","keine Angabe","Neutral","Neutral","Ich stimme zu","Ich stimme nicht zu","Ich stimme zu",NA,"8",145,"target",1,"setzen wir uns für Deutschland ein","control","Kampf für Deutschland"
"430","2022/05/30 4:10:16 PM GMT+2",32,"männlich","Studium","FDP","Ich stimme zu","Ich stimme nicht zu","Ich stimme zu","Ich stimme nicht zu","Ich stimme zu",NA,"8",146,"control.c",4,"control.c","control.c","Kampf für Deutschland"
"431","2022/05/30 4:10:16 PM GMT+2",32,"männlich","Studium","FDP","Ich stimme zu","Ich stimme nicht zu","Ich stimme zu","Ich stimme nicht zu","Ich stimme zu",NA,"8",146,"control.nc",1,"control.nc","control.nc","Kampf für Deutschland"
"432","2022/05/30 4:10:16 PM GMT+2",32,"männlich","Studium","FDP","Ich stimme zu","Ich stimme nicht zu","Ich stimme zu","Ich stimme nicht zu","Ich stimme zu",NA,"8",146,"target",1,"setzen wir uns für Deutschland ein","control","Kampf für Deutschland"
"433","2022/05/30 4:11:35 PM GMT+2",24,"weiblich","Abitur","Die Urbane","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu",NA,"8",147,"control.c",5,"control.c","control.c","Kampf für Deutschland"
"434","2022/05/30 4:11:35 PM GMT+2",24,"weiblich","Abitur","Die Urbane","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu",NA,"8",147,"control.nc",1,"control.nc","control.nc","Kampf für Deutschland"
"435","2022/05/30 4:11:35 PM GMT+2",24,"weiblich","Abitur","Die Urbane","Ich stimme nicht zu","Ich stimme zu","Ich stimme zu","Ich stimme zu","Ich stimme nicht zu",NA,"8",147,"target",3,"setzen wir uns für Deutschland ein","control","Kampf für Deutschland"
"436","2022/05/30 4:11:41 PM GMT+2",30,"weiblich","Studium","Grüne","Ich stimme nicht zu","Neutral","Neutral","Neutral","Ich stimme zu",NA,"8",148,"control.c",5,"control.c","control.c","Kampf für Deutschland"
"437","2022/05/30 4:11:41 PM GMT+2",30,"weiblich","Studium","Grüne","Ich stimme nicht zu","Neutral","Neutral","Neutral","Ich stimme zu",NA,"8",148,"control.nc",1,"control.nc","control.nc","Kampf für Deutschland"
